size,impl,delay,interval,rep,interrupted,latency,checks
131072,fine,0.001,0.01,8,True,0.006067802000000001,1
131072,fine,0.001,0.01,9,True,0.006074184000000001,1
131072,fine,0.001,0.01,10,True,0.006067370000000001,1
131072,fine,0.001,0.01,11,True,0.0060696940000000005,1
131072,fine,0.001,0.01,12,True,0.006034418000000001,1
131072,fine,0.001,0.01,13,True,0.006057712000000001,1
131072,fine,0.001,0.01,14,True,0.00607742,1
131072,fine,0.001,0.01,15,True,0.006084693,1
131072,fine,0.001,0.01,16,True,0.006071999000000001,1
131072,fine,0.001,0.01,17,True,0.0060403290000000005,1
131072,fine,0.001,0.01,18,True,0.006069074000000001,1
131072,fine,0.001,0.01,19,True,0.006073773,1
131072,fine,0.001,0.01,20,True,0.006033777000000001,1
131072,fine,0.001,0.01,21,True,0.006072861000000001,1
131072,fine,0.001,0.01,22,True,0.006023739,1
131072,fine,0.001,0.01,23,True,0.006062622,1
131072,fine,0.001,0.01,24,True,0.006081156000000001,1
131072,fine,0.001,0.01,25,True,0.006059956,1
131072,fine,0.001,0.01,26,True,0.006073141000000001,1
131072,fine,0.001,0.01,27,True,0.006075316000000001,1
131072,fine,0.001,0.01,28,True,0.0060279470000000005,1
131072,fine,0.001,0.01,29,True,0.006149104000000001,1
131072,fine,0.001,0.01,30,True,0.006079453,1
131072,fine,0.001,0.01,31,True,0.006071619,1
131072,fine,0.001,0.01,32,True,0.006068151000000001,1
131072,fine,0.001,0.01,33,True,0.006028017,1
131072,fine,0.001,0.01,34,True,0.0060674200000000005,1
131072,fine,0.001,0.01,35,True,0.0060349,1
131072,fine,0.001,0.01,36,True,0.006061239,1
131072,fine,0.001,0.01,37,True,0.006071147000000001,1
131072,fine,0.001,0.01,38,True,0.006029359000000001,1
131072,fine,0.001,0.01,39,True,0.006068273000000001,1
131072,fine,0.001,0.0125,0,True,0.0060199220000000005,1
131072,fine,0.001,0.0125,1,True,0.0060828290000000005,1
131072,fine,0.001,0.0125,2,True,0.006065847,1
131072,fine,0.001,0.0125,3,True,0.006018248,1
131072,fine,0.001,0.0125,4,True,0.006070987000000001,1
131072,fine,0.001,0.0125,5,True,0.006049106,1
131072,fine,0.001,0.0125,6,True,0.0060568,1
131072,fine,0.001,0.0125,7,True,0.006072060000000001,1
131072,fine,0.001,0.0125,8,True,0.006037885000000001,1
131072,fine,0.001,0.0125,9,True,0.006237801,1
131072,fine,0.001,0.0125,10,True,0.006069565000000001,1
131072,fine,0.001,0.0125,11,True,0.00605153,1
131072,fine,0.001,0.0125,12,True,0.0060789220000000005,1
131072,fine,0.001,0.0125,13,True,0.006055989,1
131072,fine,0.001,0.0125,14,True,0.006078702,1
131072,fine,0.001,0.0125,15,True,0.0060605780000000005,1
131072,fine,0.001,0.0125,16,True,0.0060456500000000005,1
131072,fine,0.001,0.0125,17,True,0.006074854,1
131072,fine,0.001,0.0125,18,True,0.006038176,1
131072,fine,0.001,0.0125,19,True,0.006074343,1
131072,fine,0.001,0.0125,20,True,0.006087287,1
131072,fine,0.001,0.0125,21,True,0.006049737,1
131072,fine,0.001,0.0125,22,True,0.006064214,1
131072,fine,0.001,0.0125,23,True,0.0060346490000000004,1
131072,fine,0.001,0.0125,24,True,0.006058994000000001,1
131072,fine,0.001,0.0125,25,True,0.0060708870000000005,1
131072,fine,0.001,0.0125,26,True,0.006043396,1
131072,fine,0.001,0.0125,27,True,0.006071288,1
131072,fine,0.001,0.0125,28,True,0.006054206,1
131072,fine,0.001,0.0125,29,True,0.0060595250000000005,1
131072,fine,0.001,0.0125,30,True,0.006071929,1
131072,fine,0.001,0.0125,31,True,0.006027876000000001,1
131072,fine,0.001,0.0125,32,True,0.006077590000000001,1
131072,fine,0.001,0.0125,33,True,0.006065196,1
131072,fine,0.001,0.0125,34,True,0.006062932,1
131072,fine,0.001,0.0125,35,True,0.006077259000000001,1
131072,fine,0.001,0.0125,36,True,0.006066579000000001,1
131072,fine,0.001,0.0125,37,True,0.0060710980000000005,1
131072,fine,0.001,0.0125,38,True,0.006054066,1
131072,fine,0.001,0.0125,39,True,0.006055147,1
131072,fine,0.001,0.015,0,True,0.006078171,1
131072,fine,0.001,0.015,1,True,0.006069274,1
131072,fine,0.001,0.015,2,True,0.006070446,1
131072,fine,0.001,0.015,3,True,0.006083912,1
131072,fine,0.001,0.015,4,True,0.0060587440000000005,1
131072,fine,0.001,0.015,5,True,0.006079984,1
131072,fine,0.001,0.015,6,True,0.006033917000000001,1
131072,fine,0.001,0.015,7,True,0.006073793,1
131072,fine,0.001,0.015,8,True,0.006075787,1
131072,fine,0.001,0.015,9,True,0.0060599370000000005,1
131072,fine,0.001,0.015,10,True,0.006079213000000001,1
131072,fine,0.001,0.015,11,True,0.006070056000000001,1
131072,fine,0.001,0.015,12,True,0.006073001000000001,1
131072,fine,0.001,0.015,13,True,0.006118666,1
131072,fine,0.001,0.015,14,True,0.006106664,1
131072,fine,0.001,0.015,15,True,0.006126892,1
131072,fine,0.001,0.015,16,True,0.006060047000000001,1
131072,fine,0.001,0.015,17,True,0.006089552000000001,1
131072,fine,0.001,0.015,18,True,0.006082489000000001,1
131072,fine,0.001,0.015,19,True,0.006061159,1
131072,fine,0.001,0.015,20,True,0.006510884000000001,1
131072,fine,0.001,0.015,21,True,0.005951563,1
131072,fine,0.001,0.015,22,True,0.005986408,1
131072,fine,0.001,0.015,23,True,0.0059780020000000005,1
131072,fine,0.001,0.015,24,True,0.005986588,1
131072,fine,0.001,0.015,25,True,0.006017897,1
131072,fine,0.001,0.015,26,True,0.005989574,1
131072,fine,0.001,0.015,27,True,0.006071518000000001,1
131072,fine,0.001,0.015,28,True,0.00604557,1
131072,fine,0.001,0.015,29,True,0.006015974,1
131072,fine,0.001,0.015,30,True,0.00605142,1
131072,fine,0.001,0.015,31,True,0.0060001640000000005,1
131072,fine,0.001,0.015,32,True,0.005996948,1
131072,fine,0.001,0.015,33,True,0.0059929200000000005,1
131072,fine,0.001,0.015,34,True,0.005984354000000001,1
131072,fine,0.001,0.015,35,True,0.006104831000000001,1
131072,fine,0.001,0.015,36,True,0.0059951150000000005,1
131072,fine,0.001,0.015,37,True,0.005995796,1
131072,fine,0.001,0.015,38,True,0.005982852,1
131072,fine,0.001,0.015,39,True,0.005983322,1
131072,fine,0.001,0.0175,0,True,0.006025631,1
131072,fine,0.001,0.0175,1,True,0.005986699000000001,1
131072,fine,0.001,0.0175,2,True,0.005988312000000001,1
131072,fine,0.001,0.0175,3,True,0.005981849,1
131072,fine,0.001,0.0175,4,True,0.006025201,1
131072,fine,0.001,0.0175,5,True,0.006006656000000001,1
131072,fine,0.001,0.0175,6,True,0.005988963000000001,1
131072,fine,0.001,0.0175,7,True,0.005980467000000001,1
131072,fine,0.001,0.0175,8,True,0.005984144,1
131072,fine,0.001,0.0175,9,True,0.005987159000000001,1
131072,fine,0.001,0.0175,10,True,0.005996728000000001,1
131072,fine,0.001,0.0175,11,True,0.005995435,1
131072,fine,0.001,0.0175,12,True,0.005990856,1
131072,fine,0.001,0.0175,13,True,0.005991367,1
131072,fine,0.001,0.0175,14,True,0.005999943000000001,1
131072,fine,0.001,0.0175,15,True,0.006001788,1
131072,fine,0.001,0.0175,16,True,0.0059966080000000005,1
131072,fine,0.001,0.0175,17,True,0.0060154430000000005,1
131072,fine,0.001,0.0175,18,True,0.0059926400000000005,1
131072,fine,0.001,0.0175,19,True,0.005988964,1
131072,fine,0.001,0.0175,20,True,0.006002258000000001,1
131072,fine,0.001,0.0175,21,True,0.0059933420000000005,1
131072,fine,0.001,0.0175,22,True,0.0060136700000000005,1
131072,fine,0.001,0.0175,23,True,0.006023477,1
131072,fine,0.001,0.0175,24,True,0.0059927900000000004,1
131072,fine,0.001,0.0175,25,True,0.006002048,1
131072,fine,0.001,0.0175,26,True,0.005996527000000001,1
131072,fine,0.001,0.0175,27,True,0.005995185,1
131072,fine,0.001,0.0175,28,True,0.006013539,1
131072,fine,0.001,0.0175,29,True,0.005992369,1
131072,fine,0.001,0.0175,30,True,0.005998130000000001,1
131072,fine,0.001,0.0175,31,True,0.006032665,1
131072,fine,0.001,0.0175,32,True,0.006028417,1
131072,fine,0.001,0.0175,33,True,0.006014431000000001,1
131072,fine,0.001,0.0175,34,True,0.005991197,1
131072,fine,0.001,0.0175,35,True,0.0059841040000000005,1
131072,fine,0.001,0.0175,36,True,0.006010543,1
131072,fine,0.001,0.0175,37,True,0.005988663000000001,1
131072,fine,0.001,0.0175,38,True,0.005991418,1
131072,fine,0.001,0.0175,39,True,0.006010003000000001,1
131072,fine,0.001,0.02,0,True,0.0059891530000000005,1
131072,fine,0.001,0.02,1,True,0.006031553,1
131072,fine,0.001,0.02,2,True,0.006177478,1
131072,fine,0.001,0.02,3,True,0.005980788000000001,1
131072,fine,0.001,0.02,4,True,0.005993953000000001,1
131072,fine,0.001,0.02,5,True,0.005990957000000001,1
131072,fine,0.001,0.02,6,True,0.006005013,1
131072,fine,0.001,0.02,7,True,0.006027325,1
131072,fine,0.001,0.02,8,True,0.0059877310000000005,1
131072,fine,0.001,0.02,9,True,0.006008369,1
131072,fine,0.001,0.02,10,True,0.005974596,1
131072,fine,0.001,0.02,11,True,0.005996157,1
131072,fine,0.001,0.02,12,True,0.006018398,1
131072,fine,0.001,0.02,13,True,0.005995776,1
131072,fine,0.001,0.02,14,True,0.005992890000000001,1
131072,fine,0.001,0.02,15,True,0.006020733,1
131072,fine,0.001,0.02,16,True,0.006007879000000001,1
131072,fine,0.001,0.02,17,True,0.005999193000000001,1
131072,fine,0.001,0.02,18,True,0.006007007000000001,1
131072,fine,0.001,0.02,19,True,0.0059831120000000005,1
131072,fine,0.001,0.02,20,True,0.006019781,1
131072,fine,0.001,0.02,21,True,0.005994063,1
131072,fine,0.001,0.02,22,True,0.005996047,1
131072,fine,0.001,0.02,23,True,0.006019581,1
131072,fine,0.001,0.02,24,True,0.005988733,1
131072,fine,0.001,0.02,25,True,0.006034279,1
131072,fine,0.001,0.02,26,True,0.006012117000000001,1
131072,fine,0.001,0.02,27,True,0.005986669,1
131072,fine,0.001,0.02,28,True,0.006005905000000001,1
131072,fine,0.001,0.02,29,True,0.005999754,1
131072,fine,0.001,0.02,30,True,0.006028928,1
131072,fine,0.001,0.02,31,True,0.006012207,1
131072,fine,0.001,0.02,32,True,0.0059880720000000005,1
131072,fine,0.001,0.02,33,True,0.006025903,1
131072,fine,0.001,0.02,34,True,0.006020783,1
131072,fine,0.001,0.02,35,True,0.005985767,1
131072,fine,0.001,0.02,36,True,0.006011496000000001,1
131072,fine,0.001,0.02,37,True,0.005979446,1
131072,fine,0.001,0.02,38,True,0.005993241000000001,1
131072,fine,0.001,0.02,39,True,0.0060139600000000005,1
131072,coarse,0.001,0.001,0,True,0.00027927400000000015,2
131072,coarse,0.001,0.001,1,True,0.000493116,2
131072,coarse,0.001,0.001,2,True,0.00048475100000000006,2
131072,coarse,0.001,0.001,3,True,0.000490711,2
131072,coarse,0.001,0.001,4,True,0.000489539,2
131072,coarse,0.001,0.001,5,True,0.000484761,2
131072,coarse,0.001,0.001,6,True,0.0004917630000000001,2
131072,coarse,0.001,0.001,7,True,0.000491142,2
131072,coarse,0.001,0.001,8,True,0.000486413,2
131072,coarse,0.001,0.001,9,True,0.00048651300000000005,2
131072,coarse,0.001,0.001,10,True,0.000491263,2
131072,coarse,0.001,0.001,11,True,0.0004912620000000001,2
131072,coarse,0.001,0.001,12,True,0.000486504,2
131072,coarse,0.001,0.001,13,True,0.0004936270000000002,2
131072,coarse,0.001,0.001,14,True,0.0004890580000000001,2
131072,coarse,0.001,0.001,15,True,0.000491312,2
131072,coarse,0.001,0.001,16,True,0.0004865730000000001,2
131072,coarse,0.001,0.001,17,True,0.0004908810000000001,2
131072,coarse,0.001,0.001,18,True,0.000491062,2
131072,coarse,0.001,0.001,19,True,0.0004914420000000001,2
131072,coarse,0.001,0.001,20,True,0.00048657400000000003,2
131072,coarse,0.001,0.001,21,True,0.0004912720000000001,2
131072,coarse,0.001,0.001,22,True,0.00048680399999999997,2
131072,coarse,0.001,0.001,23,True,0.000486614,2
131072,coarse,0.001,0.001,24,True,0.0004924740000000001,2
131072,coarse,0.001,0.001,25,True,0.000485622,2
131072,coarse,0.001,0.001,26,True,0.0004919330000000002,2
131072,coarse,0.001,0.001,27,True,0.00048311700000000014,2
131072,coarse,0.001,0.001,28,True,0.00048548100000000006,2
131072,coarse,0.001,0.001,29,True,0.0004912030000000002,2
131072,coarse,0.001,0.001,30,True,0.000491633,2
131072,coarse,0.001,0.001,31,True,0.000491783,2
131072,coarse,0.001,0.001,32,True,0.0004914730000000001,2
131072,coarse,0.001,0.001,33,True,0.0004636200000000001,2
131072,coarse,0.001,0.001,34,True,0.00048486000000000015,2
131072,coarse,0.001,0.001,35,True,0.00048380800000000007,2
131072,coarse,0.001,0.001,36,True,0.000487606,2
131072,coarse,0.001,0.001,37,True,0.0004912030000000002,2
131072,coarse,0.001,0.001,38,True,0.0004861430000000001,2
131072,coarse,0.001,0.001,39,True,0.0004916130000000001,2
131072,coarse,0.001,0.0025,0,True,0.002501019,2
131072,coarse,0.001,0.0025,1,True,0.0024747790000000003,2
131072,coarse,0.001,0.0025,2,True,0.002489307,2
131072,coarse,0.001,0.0025,3,True,0.002484949,2
131072,coarse,0.001,0.0025,4,True,0.002488305,2
131072,coarse,0.001,0.0025,5,True,0.0024901380000000002,2
131072,coarse,0.001,0.0025,6,True,0.002490599,2
131072,coarse,0.001,0.0025,7,True,0.002483897,2
131072,coarse,0.001,0.0025,8,True,0.002489387,2
131072,coarse,0.001,0.0025,9,True,0.00249101,2
131072,coarse,0.001,0.0025,10,True,0.002493915,2
131072,coarse,0.001,0.0025,11,True,0.002491891,2
131072,coarse,0.001,0.0025,12,True,0.0024950270000000004,2
131072,coarse,0.001,0.0025,13,True,0.002493645,2
131072,coarse,0.001,0.0025,14,True,0.0024814420000000004,2
131072,coarse,0.001,0.0025,15,True,0.0024911010000000003,2
131072,coarse,0.001,0.0025,16,True,0.0024911300000000003,2
131072,coarse,0.001,0.0025,17,True,0.00249095,2
131072,coarse,0.001,0.0025,18,True,0.002481642,2
131072,coarse,0.001,0.0025,19,True,0.0024919010000000004,2
131072,coarse,0.001,0.0025,20,True,0.002492072,2
131072,coarse,0.001,0.0025,21,True,0.002489948,2
131072,coarse,0.001,0.0025,22,True,0.0024849990000000003,2
131072,coarse,0.001,0.0025,23,True,0.0024835160000000003,2
131072,coarse,0.001,0.0025,24,True,0.002491581,2
131072,coarse,0.001,0.0025,25,True,0.002488927,2
131072,coarse,0.001,0.0025,26,True,0.002492573,2
131072,coarse,0.001,0.0025,27,True,0.002490218,2
131072,coarse,0.001,0.0025,28,True,0.0024916720000000003,2
131072,coarse,0.001,0.0025,29,True,0.0024999360000000003,2
131072,coarse,0.001,0.0025,30,True,0.002492353,2
131072,coarse,0.001,0.0025,31,True,0.0024829550000000002,2
131072,coarse,0.001,0.0025,32,True,0.0025004080000000004,2
131072,coarse,0.001,0.0025,33,True,0.002483756,2
131072,coarse,0.001,0.0025,34,True,0.0024285120000000003,2
131072,coarse,0.001,0.0025,35,True,0.0024746890000000004,2
131072,coarse,0.001,0.0025,36,True,0.002488525,2
131072,coarse,0.001,0.0025,37,True,0.002488365,2
131072,coarse,0.001,0.0025,38,True,0.002492563,2
131072,coarse,0.001,0.0025,39,True,0.0024887250000000002,2
131072,coarse,0.001,0.005,0,True,0.003350324,1
131072,coarse,0.001,0.005,1,True,0.003372076,1
131072,coarse,0.001,0.005,2,True,0.00332685,1
