size,impl,interval,rep,elapsed,checks
65536,none-gil,0.0,1,0.0023723470000000003,0
65536,none-gil,0.0,2,0.002356508,0
65536,none-gil,0.0,3,0.0022164050000000003,0
65536,none-gil,0.0,4,0.001616447,0
65536,none-gil,0.0,5,0.001602501,0
65536,none-gil,0.0,6,0.0015992150000000002,0
65536,none-gil,0.0,7,0.0015679460000000002,0
65536,none-gil,0.0,8,0.001605918,0
65536,none-gil,0.0,9,0.001621246,0
65536,none-gil,0.0,10,0.0015927830000000002,0
65536,none-gil,0.0,11,0.001600718,0
65536,none-gil,0.0,12,0.0016041340000000001,0
65536,none-gil,0.0,13,0.0016034130000000001,0
65536,none-gil,0.0,14,0.001555362,0
65536,none-gil,0.0,15,0.001564529,0
65536,none-gil,0.0,16,0.0015612030000000002,0
65536,none-gil,0.0,17,0.001573586,0
65536,none-gil,0.0,18,0.001592312,0
65536,none-gil,0.0,19,0.0015570050000000002,0
65536,none-gil,0.0,20,0.001594436,0
65536,none-gil,0.0,21,0.0016027110000000002,0
65536,none-gil,0.0,22,0.0015693690000000001,0
65536,none-gil,0.0,23,0.001570772,0
65536,none-gil,0.0,24,0.0015748490000000001,0
65536,none-gil,0.0,25,0.001539222,0
65536,none-gil,0.0,26,0.001558408,0
65536,none-gil,0.0,27,0.0015588090000000002,0
65536,none-gil,0.0,28,0.0015505730000000002,0
65536,none-gil,0.0,29,0.00158565,0
65536,none-gil,0.0,30,0.0015880030000000002,0
65536,none-gil,0.0,31,0.0015656210000000001,0
65536,none-gil,0.0,32,0.001569138,0
65536,none-gil,0.0,33,0.00157522,0
65536,none-gil,0.0,34,0.0015843270000000002,0
65536,none-gil,0.0,35,0.001579157,0
65536,none-gil,0.0,36,0.0015567150000000002,0
65536,none-gil,0.0,37,0.0015478690000000001,0
65536,none-gil,0.0,38,0.001582564,0
65536,none-gil,0.0,39,0.00159147,0
65536,none-gil,0.0,40,0.001576642,0
65536,none-nogil,0.0,1,0.00154922,0
65536,none-nogil,0.0,2,0.0015465350000000001,0
65536,none-nogil,0.0,3,0.0015545910000000001,0
65536,none-nogil,0.0,4,0.0015531780000000001,0
65536,none-nogil,0.0,5,0.001553249,0
65536,none-nogil,0.0,6,0.001553789,0
65536,none-nogil,0.0,7,0.001576642,0
65536,none-nogil,0.0,8,0.001581902,0
65536,none-nogil,0.0,9,0.0015511750000000001,0
65536,none-nogil,0.0,10,0.0015727050000000002,0
65536,none-nogil,0.0,11,0.001569148,0
65536,none-nogil,0.0,12,0.0015741070000000002,0
65536,none-nogil,0.0,13,0.0015653910000000002,0
65536,none-nogil,0.0,14,0.001561864,0
65536,none-nogil,0.0,15,0.0015646190000000002,0
65536,none-nogil,0.0,16,0.0015944260000000001,0
65536,none-nogil,0.0,17,0.00159147,0
65536,none-nogil,0.0,18,0.001545855,0
65536,none-nogil,0.0,19,0.001570921,0
65536,none-nogil,0.0,20,0.0015613340000000002,0
65536,none-nogil,0.0,21,0.0015414860000000001,0
65536,none-nogil,0.0,22,0.0015772140000000002,0
65536,none-nogil,0.0,23,0.001553398,0
65536,none-nogil,0.0,24,0.001560001,0
65536,none-nogil,0.0,25,0.001581401,0
65536,none-nogil,0.0,26,0.001583636,0
65536,none-nogil,0.0,27,0.0015514650000000001,0
65536,none-nogil,0.0,28,0.001547718,0
65536,none-nogil,0.0,29,0.0015493610000000002,0
65536,none-nogil,0.0,30,0.00157557,0
65536,none-nogil,0.0,31,0.0015809410000000002,0
65536,none-nogil,0.0,32,0.0015539800000000002,0
65536,none-nogil,0.0,33,0.0015868210000000002,0
65536,none-nogil,0.0,34,0.001582904,0
65536,none-nogil,0.0,35,0.0015655320000000001,0
65536,none-nogil,0.0,36,0.0015457740000000002,0
65536,none-nogil,0.0,37,0.001546466,0
65536,none-nogil,0.0,38,0.001560883,0
65536,none-nogil,0.0,39,0.00155396,0
65536,none-nogil,0.0,40,0.0015593500000000001,0
65536,simple-gil,0.0,1,0.001792257,43691
65536,simple-gil,0.0,2,0.0018219330000000002,43691
65536,simple-gil,0.0,3,0.001835398,43691
65536,simple-gil,0.0,4,0.001797547,43691
65536,simple-gil,0.0,5,0.001787118,43691
65536,simple-gil,0.0,6,0.0017894920000000002,43691
65536,simple-gil,0.0,7,0.0017900530000000002,43691
65536,simple-gil,0.0,8,0.0017863760000000001,43691
65536,simple-gil,0.0,9,0.0017757360000000002,43691
65536,simple-gil,0.0,10,0.0017975670000000001,43691
65536,simple-gil,0.0,11,0.001820491,43691
65536,simple-gil,0.0,12,0.00178801,43691
65536,simple-gil,0.0,13,0.0017765270000000002,43691
65536,simple-gil,0.0,14,0.001770656,43691
65536,simple-gil,0.0,15,0.001770707,43691
65536,simple-gil,0.0,16,0.001785265,43691
65536,simple-gil,0.0,17,0.001791035,43691
65536,simple-gil,0.0,18,0.0018241870000000001,43691
65536,simple-gil,0.0,19,0.0018274530000000002,43691
65536,simple-gil,0.0,20,0.001795834,43691
