size,rep,runtime
2097152,15,0.10278620499957469
2097152,16,0.10329106299832347
2097152,17,0.10148581199973705
2097152,18,0.10067704299945035
2097152,19,0.10157605200220132
4194304,0,0.19664271799774724
4194304,1,0.1925878410002042
4194304,2,0.19313415700162295
4194304,3,0.19376442099746782
4194304,4,0.19485297599749174
4194304,5,0.19319623400224373
4194304,6,0.19479093900008593
4194304,7,0.19529654900179594
4194304,8,0.19310060499992687
4194304,9,0.1941565470006026
4194304,10,0.1992186249990482
4194304,11,0.20014475600328296
4194304,12,0.19793100700189825
4194304,13,0.19363388599958853
4194304,14,0.19305639100275584
4194304,15,0.19403671200052486
4194304,16,0.19383488400126225
4194304,17,0.1922935190013959
4194304,18,0.19417433099806658
4194304,19,0.19349371299904305
8388608,0,0.45184092999988934
8388608,1,0.4489537779991224
8388608,2,0.4482600449991878
8388608,3,0.4487943579988496
8388608,4,0.4479710220002744
8388608,5,0.464818787000695
8388608,6,0.4640864419998252
8388608,7,0.46209077299863566
8388608,8,0.461303202999261
8388608,9,0.46188702099971124
8388608,10,0.4630645020006341
8388608,11,0.46088692100238404
8388608,12,0.4609095140003774
8388608,13,0.4614938220001932
8388608,14,0.46076550299767405
8388608,15,0.4621293849995709
8388608,16,0.46123403400270035
8388608,17,0.4614514320019225
8388608,18,0.46174683699791785
8388608,19,0.46257858900207793
16777216,0,0.9382051270004013
16777216,1,0.9323305529978825
16777216,2,0.9352710350030975
16777216,3,0.9328720289995545
16777216,4,0.9041252339993662
16777216,5,0.9140484130002733
16777216,6,0.9316760229994543
16777216,7,0.9327368960002786
16777216,8,0.9333190090001153
16777216,9,0.9329926349964808
16777216,10,0.936648842998693
16777216,11,0.9321592209998926
16777216,12,0.9315604860021267
16777216,13,0.9329655549991003
16777216,14,0.93275581099806
16777216,15,0.9353134250013682
16777216,16,0.9373080209988984
16777216,17,0.9373942940001143
16777216,18,0.9321599719987717
16777216,19,0.9324737010028912
33554432,0,1.951685053001711
33554432,1,1.9350798029990983
33554432,2,1.93592225500106
33554432,3,1.9349683039981755
33554432,4,1.932469019000564
33554432,5,1.88100809900061
33554432,6,1.8842866269988008
33554432,7,1.8823005270023714
33554432,8,1.8861435660001007
33554432,9,1.8857965229981346
33554432,10,1.8894613270022091
33554432,11,1.882300387002033
33554432,12,1.8819711989999632
33554432,13,1.8845610629978182
33554432,14,1.9071134340010758
33554432,15,1.9445140229981916
33554432,16,1.937544472002628
33554432,17,1.933897913997498
33554432,18,1.9343629270006204
33554432,19,1.9376740560001053
67108864,0,4.469976723001309
67108864,1,4.445179485999688
67108864,2,4.439078986997629
67108864,3,4.456689204998838
67108864,4,4.453352999000344
67108864,5,4.453094362997945
67108864,6,4.444377429001179
67108864,7,4.448514791001799
67108864,8,4.453844952000509
67108864,9,4.4439112239997485
67108864,10,4.44301587100199
67108864,11,4.4447771000013745
67108864,12,4.4512101330001315
67108864,13,4.455293081999116
67108864,14,4.445765135998954
67108864,15,4.451866285999131
67108864,16,4.4458095190020686
67108864,17,4.368518451999989
67108864,18,4.346648583003116
67108864,19,4.3477839560000575
134217728,0,9.36812905500119
134217728,1,9.33381544400254
134217728,2,9.31171835799978
134217728,3,9.334394071000133
134217728,4,9.331128806999914
134217728,5,9.422893350998493
134217728,6,9.564783494999574
134217728,7,9.57606100799967
134217728,8,9.322686790997977
134217728,9,9.497704919998796
134217728,10,9.533072420999815
134217728,11,9.590109274999122
134217728,12,9.559074230997794
134217728,13,9.580023561000417
134217728,14,9.543530095001188
134217728,15,9.431048829002975
134217728,16,9.561830698999984
134217728,17,9.465990319997218
134217728,18,9.318558937000489
134217728,19,9.352045445997646
