impl,size,delay,interval,rep,interrupted,latency,checks
simple,2097152,0.03,0.1,9,True,1.369600000000401e-05,103334
simple,2097152,0.03,0.1,10,True,1.3936000000002585e-05,103224
simple,2097152,0.03,0.1,11,True,1.3556000000001373e-05,103073
simple,2097152,0.03,0.1,12,True,1.3295000000003443e-05,103079
simple,2097152,0.03,0.1,13,True,1.2694000000004063e-05,103032
simple,2097152,0.03,0.1,14,True,1.3385000000004643e-05,103067
simple,2097152,0.03,0.1,15,True,1.3004000000003957e-05,103225
simple,2097152,0.03,0.1,16,True,1.2503000000003983e-05,103074
simple,2097152,0.03,0.1,17,True,1.2874000000002994e-05,103072
simple,2097152,0.03,0.1,18,True,1.2714000000003944e-05,103133
simple,2097152,0.03,0.1,19,True,1.3626000000002692e-05,103171
simple,2097152,0.03,0.1,20,True,1.2543000000003746e-05,102387
simple,2097152,0.03,0.1,21,True,1.2924000000004432e-05,102993
simple,2097152,0.03,0.1,22,True,1.498800000000397e-05,103035
simple,2097152,0.03,0.1,23,True,1.281400000000335e-05,103108
simple,2097152,0.03,0.1,24,True,1.3034000000002044e-05,103062
simple,2097152,0.03,0.1,25,True,1.2955000000001993e-05,102864
simple,2097152,0.03,0.1,26,True,1.3425000000004406e-05,102915
simple,2097152,0.03,0.1,27,True,1.3295000000003443e-05,102802
simple,2097152,0.03,0.1,28,True,1.2754000000003707e-05,103115
simple,2097152,0.03,0.1,29,True,1.2614000000004538e-05,103122
simple,2097152,0.04,0.001,0,True,1.4764999999999917e-05,154287
simple,2097152,0.04,0.001,1,True,1.429400000000497e-05,173494
simple,2097152,0.04,0.001,2,True,1.3743000000003558e-05,173393
simple,2097152,0.04,0.001,3,True,1.3102000000000946e-05,173194
simple,2097152,0.04,0.001,4,True,1.2589999999999824e-05,173695
simple,2097152,0.04,0.001,5,True,1.3532000000003597e-05,173730
simple,2097152,0.04,0.001,6,True,1.4724000000000681e-05,173679
simple,2097152,0.04,0.001,7,True,1.3802999999999732e-05,173129
simple,2097152,0.04,0.001,8,True,1.376299999999997e-05,173392
simple,2097152,0.04,0.001,9,True,1.4023000000001895e-05,173659
simple,2097152,0.04,0.001,10,True,1.2821000000003135e-05,173682
simple,2097152,0.04,0.001,11,True,1.4042999999998307e-05,173385
simple,2097152,0.04,0.001,12,True,1.4474000000000431e-05,173560
simple,2097152,0.04,0.001,13,True,1.3562000000001684e-05,173321
simple,2097152,0.04,0.001,14,True,1.4183000000000945e-05,173562
simple,2097152,0.04,0.001,15,True,1.3953000000004045e-05,173261
simple,2097152,0.04,0.001,16,True,1.3752999999998294e-05,173682
simple,2097152,0.04,0.001,17,True,1.378300000000332e-05,172953
simple,2097152,0.04,0.001,18,True,1.3552000000000008e-05,172710
simple,2097152,0.04,0.001,19,True,1.392299999999902e-05,173151
simple,2097152,0.04,0.001,20,True,1.7679999999999085e-05,173687
simple,2097152,0.04,0.001,21,True,1.4042999999998307e-05,173563
simple,2097152,0.04,0.001,22,True,1.3453000000003545e-05,173299
simple,2097152,0.04,0.001,23,True,1.3090999999999797e-05,173340
simple,2097152,0.04,0.001,24,True,1.4164000000004007e-05,173482
simple,2097152,0.04,0.001,25,True,1.4484000000002106e-05,173469
simple,2097152,0.04,0.001,26,True,1.4194000000002094e-05,173585
simple,2097152,0.04,0.001,27,True,1.2851000000001223e-05,172641
simple,2097152,0.04,0.001,28,True,1.3612000000003122e-05,173629
simple,2097152,0.04,0.001,29,True,1.2781000000003373e-05,173386
simple,2097152,0.04,0.005,0,True,1.4414000000004257e-05,153844
simple,2097152,0.04,0.005,1,True,1.2440000000002449e-05,171491
simple,2097152,0.04,0.005,2,True,1.410300000000142e-05,172925
simple,2097152,0.04,0.005,3,True,1.2781000000003373e-05,173159
simple,2097152,0.04,0.005,4,True,1.2871000000004573e-05,173363
simple,2097152,0.04,0.005,5,True,1.2960999999998835e-05,173367
simple,2097152,0.04,0.005,6,True,1.2992000000003334e-05,173189
simple,2097152,0.04,0.005,7,True,1.322100000000076e-05,173475
simple,2097152,0.04,0.005,8,True,1.376299999999997e-05,173627
simple,2097152,0.04,0.005,9,True,1.3452000000004072e-05,173352
simple,2097152,0.04,0.005,10,True,1.342299999999852e-05,173465
simple,2097152,0.04,0.005,11,True,1.274100000000361e-05,173269
simple,2097152,0.04,0.005,12,True,1.3671999999999296e-05,173494
simple,2097152,0.04,0.005,13,True,1.306100000000171e-05,172854
simple,2097152,0.04,0.005,14,True,1.3392000000000959e-05,172105
simple,2097152,0.04,0.005,15,True,1.325199999999832e-05,172282
simple,2097152,0.04,0.005,16,True,1.2960999999998835e-05,172147
simple,2097152,0.04,0.005,17,True,1.3362000000002872e-05,172023
simple,2097152,0.04,0.005,18,True,1.376299999999997e-05,172184
simple,2097152,0.04,0.005,19,True,1.290100000000266e-05,172171
simple,2097152,0.04,0.005,20,True,1.3541999999998333e-05,172134
simple,2097152,0.04,0.005,21,True,1.4695000000002068e-05,172082
simple,2097152,0.04,0.005,22,True,1.331100000000196e-05,172068
simple,2097152,0.04,0.005,23,True,1.369300000000212e-05,172198
simple,2097152,0.04,0.005,24,True,1.3562000000001684e-05,172210
simple,2097152,0.04,0.005,25,True,1.4534000000003544e-05,172177
simple,2097152,0.04,0.005,26,True,1.4243000000004058e-05,172028
simple,2097152,0.04,0.005,27,True,1.4223000000000707e-05,172270
simple,2097152,0.04,0.005,28,True,1.2941000000002423e-05,172077
simple,2097152,0.04,0.005,29,True,1.288099999999931e-05,171988
simple,2097152,0.04,0.01,0,True,1.288099999999931e-05,173647
simple,2097152,0.04,0.01,1,True,1.3392000000000959e-05,173655
simple,2097152,0.04,0.01,2,True,1.404400000000472e-05,173711
simple,2097152,0.04,0.01,3,True,1.4374000000004494e-05,173748
simple,2097152,0.04,0.01,4,True,1.4223000000000707e-05,173725
simple,2097152,0.04,0.01,5,True,1.4453000000004546e-05,173721
simple,2097152,0.04,0.01,6,True,1.4253999999998268e-05,173750
simple,2097152,0.04,0.01,7,True,1.3722000000000734e-05,173357
simple,2097152,0.04,0.01,8,True,1.3671999999999296e-05,173872
simple,2097152,0.04,0.01,9,True,1.3122000000004297e-05,173883
simple,2097152,0.04,0.01,10,True,1.3793000000004996e-05,173851
simple,2097152,0.04,0.01,11,True,1.3381999999999283e-05,172969
simple,2097152,0.04,0.01,12,True,1.3562000000001684e-05,173655
simple,2097152,0.04,0.01,13,True,1.3882999999999257e-05,173902
simple,2097152,0.04,0.01,14,True,1.4212999999999032e-05,173567
simple,2097152,0.04,0.01,15,True,1.272100000000026e-05,172891
simple,2097152,0.04,0.01,16,True,1.357200000000336e-05,172952
simple,2097152,0.04,0.01,17,True,1.3682000000000971e-05,172744
simple,2097152,0.04,0.01,18,True,1.3973000000000457e-05,172708
simple,2097152,0.04,0.01,19,True,1.3452000000004072e-05,172725
simple,2097152,0.04,0.01,20,True,1.544600000000229e-05,173107
simple,2097152,0.04,0.01,21,True,1.3842999999999495e-05,172794
simple,2097152,0.04,0.01,22,True,1.3301999999999758e-05,172291
simple,2097152,0.04,0.01,23,True,1.350199999999857e-05,172847
simple,2097152,0.04,0.01,24,True,1.4143000000001182e-05,173255
simple,2097152,0.04,0.01,25,True,1.3773000000001645e-05,172799
simple,2097152,0.04,0.01,26,True,1.3112000000002622e-05,171390
simple,2097152,0.04,0.01,27,True,1.3791999999998583e-05,172789
simple,2097152,0.04,0.01,28,True,1.3522000000001921e-05,173091
simple,2097152,0.04,0.01,29,True,1.2709999999999111e-05,172956
simple,2097152,0.04,0.05,0,True,1.4403000000003108e-05,173158
simple,2097152,0.04,0.05,1,True,1.253000000000365e-05,173265
simple,2097152,0.04,0.05,2,True,1.4904000000003081e-05,172693
simple,2097152,0.04,0.05,3,True,1.376299999999997e-05,173361
simple,2097152,0.04,0.05,4,True,1.3461999999998808e-05,173236
simple,2097152,0.04,0.05,5,True,1.367299999999877e-05,171237
simple,2097152,0.04,0.05,6,True,1.4804000000000206e-05,173087
simple,2097152,0.04,0.05,7,True,1.3591999999999771e-05,173519
simple,2097152,0.04,0.05,8,True,1.026600000000183e-05,172945
simple,2097152,0.04,0.05,9,True,1.2450000000004124e-05,172878
simple,2097152,0.04,0.05,10,True,1.2310000000001486e-05,172653
simple,2097152,0.04,0.05,11,True,1.3813000000001407e-05,172731
simple,2097152,0.04,0.05,12,True,1.3402000000002634e-05,173144
simple,2097152,0.04,0.05,13,True,1.3090999999999797e-05,172813
simple,2097152,0.04,0.05,14,True,1.2299999999999811e-05,172887
simple,2097152,0.04,0.05,15,True,1.3242000000003584e-05,172968
simple,2097152,0.04,0.05,16,True,1.3281000000003873e-05,173123
simple,2097152,0.04,0.05,17,True,1.2800999999999785e-05,172751
simple,2097152,0.04,0.05,18,True,1.2761000000000022e-05,172792
simple,2097152,0.04,0.05,19,True,1.308100000000506e-05,172880
simple,2097152,0.04,0.05,20,True,1.3441000000002923e-05,173181
simple,2097152,0.04,0.05,21,True,1.2829999999998398e-05,172970
simple,2097152,0.04,0.05,22,True,1.3591999999999771e-05,172653
simple,2097152,0.04,0.05,23,True,1.2681000000000497e-05,172799
simple,2097152,0.04,0.05,24,True,1.2941000000002423e-05,172939
simple,2097152,0.04,0.05,25,True,1.3282000000003347e-05,172613
simple,2097152,0.04,0.05,26,True,1.2520000000001974e-05,172191
simple,2097152,0.04,0.05,27,True,1.3210999999999085e-05,172805
simple,2097152,0.04,0.05,28,True,1.2629999999999586e-05,172797
simple,2097152,0.04,0.05,29,True,1.3813000000001407e-05,172357
simple,2097152,0.04,0.1,0,True,1.4212999999999032e-05,154053
simple,2097152,0.04,0.1,1,True,1.4815000000001355e-05,173070
simple,2097152,0.04,0.1,2,True,1.3682000000000971e-05,173296
simple,2097152,0.04,0.1,3,True,1.3893000000000932e-05,173430
simple,2097152,0.04,0.1,4,True,1.3452000000004072e-05,172595
simple,2097152,0.04,0.1,5,True,1.387300000000452e-05,173598
simple,2097152,0.04,0.1,6,True,1.375199999999882e-05,173461
simple,2097152,0.04,0.1,7,True,1.3552000000000008e-05,172355
simple,2097152,0.04,0.1,8,True,1.3442000000002396e-05,173361
simple,2097152,0.04,0.1,9,True,1.3432000000000721e-05,173241
simple,2097152,0.04,0.1,10,True,1.331100000000196e-05,173451
simple,2097152,0.04,0.1,11,True,1.392299999999902e-05,172383
simple,2097152,0.04,0.1,12,True,1.3512000000000246e-05,173166
simple,2097152,0.04,0.1,13,True,1.3142000000000709e-05,172718
simple,2097152,0.04,0.1,14,True,1.4083000000005008e-05,173286
simple,2097152,0.04,0.1,15,True,1.3312000000001434e-05,172817
simple,2097152,0.04,0.1,16,True,1.3842999999999495e-05,173057
simple,2097152,0.04,0.1,17,True,1.3933000000000695e-05,172785
simple,2097152,0.04,0.1,18,True,1.341200000000431e-05,173521
simple,2097152,0.04,0.1,19,True,1.360300000000092e-05,172664
simple,2097152,0.04,0.1,20,True,1.3962999999998782e-05,173343
simple,2097152,0.04,0.1,21,True,1.3842999999999495e-05,173430
simple,2097152,0.04,0.1,22,True,1.3993000000003808e-05,173315
simple,2097152,0.04,0.1,23,True,1.2941000000002423e-05,173006
simple,2097152,0.04,0.1,24,True,1.3782000000003847e-05,173328
simple,2097152,0.04,0.1,25,True,1.2520000000001974e-05,173268
simple,2097152,0.04,0.1,26,True,1.567599999999919e-05,173392
simple,2097152,0.04,0.1,27,True,1.602700000000179e-05,168835
simple,2097152,0.04,0.1,28,True,3.793800000000125e-05,174764
simple,2097152,0.04,0.1,29,True,1.2650000000002937e-05,175905
simple,2097152,0.05,0.001,0,True,1.5503000000000045e-05,226644
simple,2097152,0.05,0.001,1,True,1.29879999999985e-05,246085
simple,2097152,0.05,0.001,2,True,1.295700000000094e-05,245756
simple,2097152,0.05,0.001,3,True,1.314799999999755e-05,246087
simple,2097152,0.05,0.001,4,True,1.3138000000002814e-05,246239
simple,2097152,0.05,0.001,5,True,1.4050000000001561e-05,244901
simple,2097152,0.05,0.001,6,True,1.3168000000000901e-05,245758
simple,2097152,0.05,0.001,7,True,1.3238999999998224e-05,245976
simple,2097152,0.05,0.001,8,True,1.2888000000002564e-05,245747
simple,2097152,0.05,0.001,9,True,1.9449999999997247e-05,245758
simple,2097152,0.05,0.001,10,True,1.2757000000002128e-05,245569
simple,2097152,0.05,0.001,11,True,1.2896999999997827e-05,244915
simple,2097152,0.05,0.001,12,True,1.261699999999949e-05,245745
simple,2097152,0.05,0.001,13,True,1.3358999999997512e-05,246687
simple,2097152,0.05,0.001,14,True,1.326900000000325e-05,246473
simple,2097152,0.05,0.001,15,True,1.270700000000069e-05,246536
simple,2097152,0.05,0.001,16,True,1.2486999999998527e-05,246075
simple,2097152,0.05,0.001,17,True,1.326900000000325e-05,246433
simple,2097152,0.05,0.001,18,True,1.3299000000001338e-05,246593
simple,2097152,0.05,0.001,19,True,1.2377000000000915e-05,246719
simple,2097152,0.05,0.001,20,True,1.314799999999755e-05,246537
simple,2097152,0.05,0.001,21,True,1.3459000000000387e-05,246521
simple,2097152,0.05,0.001,22,True,1.2356999999997564e-05,246349
simple,2097152,0.05,0.001,23,True,1.3278999999997987e-05,246055
simple,2097152,0.05,0.001,24,True,1.3117999999999463e-05,246183
simple,2097152,0.05,0.001,25,True,1.3018000000003527e-05,244753
simple,2097152,0.05,0.001,26,True,1.2717000000002365e-05,245209
simple,2097152,0.05,0.001,27,True,1.2816999999998302e-05,244907
simple,2097152,0.05,0.001,28,True,1.2857999999997538e-05,244969
simple,2097152,0.05,0.001,29,True,1.222700000000354e-05,244626
simple,2097152,0.05,0.005,0,True,1.4391000000002485e-05,244539
simple,2097152,0.05,0.005,1,True,1.3488999999998474e-05,245083
simple,2097152,0.05,0.005,2,True,1.314799999999755e-05,245015
simple,2097152,0.05,0.005,3,True,1.4060000000003237e-05,244959
simple,2097152,0.05,0.005,4,True,1.2717000000002365e-05,244295
simple,2097152,0.05,0.005,5,True,1.2356999999997564e-05,244753
simple,2097152,0.05,0.005,6,True,1.2377000000000915e-05,244878
simple,2097152,0.05,0.005,7,True,1.2747000000000452e-05,244397
simple,2097152,0.05,0.005,8,True,1.2816999999998302e-05,245070
simple,2097152,0.05,0.005,9,True,1.2867999999999213e-05,244799
simple,2097152,0.05,0.005,10,True,1.2307000000003065e-05,244642
simple,2097152,0.05,0.005,11,True,1.3509000000001825e-05,246307
simple,2097152,0.05,0.005,12,True,1.2286000000000241e-05,246343
simple,2097152,0.05,0.005,13,True,1.305800000000329e-05,246333
simple,2097152,0.05,0.005,14,True,1.3317999999998276e-05,246090
simple,2097152,0.05,0.005,15,True,1.2807000000003566e-05,246623
simple,2097152,0.05,0.005,16,True,1.3367999999999713e-05,246349
simple,2097152,0.05,0.005,17,True,1.2065999999998078e-05,246015
simple,2097152,0.05,0.005,18,True,1.3648999999997524e-05,246575
simple,2097152,0.05,0.005,19,True,1.3388000000003064e-05,246418
simple,2097152,0.05,0.005,20,True,1.323799999999875e-05,246168
simple,2097152,0.05,0.005,21,True,1.252699999999829e-05,246430
simple,2097152,0.05,0.005,22,True,1.3278999999997987e-05,246595
simple,2097152,0.05,0.005,23,True,1.367900000000255e-05,246403
simple,2097152,0.05,0.005,24,True,1.2838000000001126e-05,246217
simple,2097152,0.05,0.005,25,True,1.2838000000001126e-05,246226
simple,2097152,0.05,0.005,26,True,1.3357999999998038e-05,245681
simple,2097152,0.05,0.005,27,True,1.3027999999998263e-05,245491
simple,2097152,0.05,0.005,28,True,1.3749999999999873e-05,245463
simple,2097152,0.05,0.005,29,True,1.1865999999999266e-05,245489
simple,2097152,0.05,0.01,0,True,1.4020000000003474e-05,245339
simple,2097152,0.05,0.01,1,True,1.3067999999998026e-05,245241
simple,2097152,0.05,0.01,2,True,1.2927000000002853e-05,245717
simple,2097152,0.05,0.01,3,True,1.2907999999998976e-05,245844
simple,2097152,0.05,0.01,4,True,1.2577999999999201e-05,245599
simple,2097152,0.05,0.01,5,True,1.2838000000001126e-05,245754
simple,2097152,0.05,0.01,6,True,1.2406999999999002e-05,245758
simple,2097152,0.05,0.01,7,True,1.3568999999998e-05,245151
simple,2097152,0.05,0.01,8,True,1.280800000000304e-05,245544
simple,2097152,0.05,0.01,9,True,1.2777999999998013e-05,244912
simple,2097152,0.05,0.01,10,True,1.3148999999997024e-05,245413
simple,2097152,0.05,0.01,11,True,1.2587000000001403e-05,245581
simple,2097152,0.05,0.01,12,True,1.3088000000001376e-05,245539
simple,2097152,0.05,0.01,13,True,1.2377000000000915e-05,245634
simple,2097152,0.05,0.01,14,True,1.3379000000000862e-05,245695
simple,2097152,0.05,0.01,15,True,1.270700000000069e-05,246100
simple,2097152,0.05,0.01,16,True,1.3728999999997049e-05,245626
simple,2097152,0.05,0.01,17,True,1.3879000000001362e-05,253336
simple,2097152,0.05,0.01,18,True,1.2877000000001415e-05,252907
simple,2097152,0.05,0.01,19,True,1.3567999999998526e-05,245449
simple,2097152,0.05,0.01,20,True,1.2888000000002564e-05,245513
simple,2097152,0.05,0.01,21,True,1.6323999999998118e-05,245758
simple,2097152,0.05,0.01,22,True,1.2646999999997577e-05,245337
simple,2097152,0.05,0.01,23,True,1.323799999999875e-05,245670
simple,2097152,0.05,0.01,24,True,1.2867999999999213e-05,245532
simple,2097152,0.05,0.01,25,True,1.2166000000000954e-05,245180
simple,2097152,0.05,0.01,26,True,1.3138000000002814e-05,245830
simple,2097152,0.05,0.01,27,True,1.3648999999997524e-05,245710
simple,2097152,0.05,0.01,28,True,1.36589999999992e-05,245531
simple,2097152,0.05,0.01,29,True,1.7455999999999028e-05,245758
simple,2097152,0.05,0.05,0,True,1.420099999999841e-05,227629
simple,2097152,0.05,0.05,1,True,1.1945999999998791e-05,247086
simple,2097152,0.05,0.05,2,True,1.2787000000000215e-05,247297
simple,2097152,0.05,0.05,3,True,1.3258000000002101e-05,247228
simple,2097152,0.05,0.05,4,True,1.2747999999999926e-05,246655
simple,2097152,0.05,0.05,5,True,1.2768000000003277e-05,247371
simple,2097152,0.05,0.05,6,True,1.37490000000004e-05,246957
simple,2097152,0.05,0.05,7,True,1.2246000000000479e-05,246948
simple,2097152,0.05,0.05,8,True,1.2576999999999727e-05,247583
simple,2097152,0.05,0.05,9,True,1.3528999999998237e-05,247521
simple,2097152,0.05,0.05,10,True,1.220700000000019e-05,247467
simple,2097152,0.05,0.05,11,True,1.3288000000000189e-05,247222
simple,2097152,0.05,0.05,12,True,1.1585000000001455e-05,247283
simple,2097152,0.05,0.05,13,True,1.2736999999998777e-05,247055
simple,2097152,0.05,0.05,14,True,1.323799999999875e-05,247462
simple,2097152,0.05,0.05,15,True,1.3960000000000361e-05,247405
simple,2097152,0.05,0.05,16,True,1.3930000000002274e-05,247299
simple,2097152,0.05,0.05,17,True,1.3559000000003263e-05,247297
simple,2097152,0.05,0.05,18,True,1.2627000000001165e-05,247082
simple,2097152,0.05,0.05,19,True,1.2826999999999977e-05,247330
simple,2097152,0.05,0.05,20,True,1.3198999999998462e-05,246847
simple,2097152,0.05,0.05,21,True,1.330800000000354e-05,247170
simple,2097152,0.05,0.05,22,True,1.2365999999999766e-05,247570
simple,2097152,0.05,0.05,23,True,1.3008000000001851e-05,247447
simple,2097152,0.05,0.05,24,True,1.422100000000176e-05,247122
simple,2097152,0.05,0.05,25,True,1.3357999999998038e-05,247473
simple,2097152,0.05,0.05,26,True,1.2486999999998527e-05,246617
simple,2097152,0.05,0.05,27,True,1.36589999999992e-05,247118
simple,2097152,0.05,0.05,28,True,1.3328999999999425e-05,247123
simple,2097152,0.05,0.05,29,True,1.4010000000001799e-05,247158
simple,2097152,0.05,0.1,0,True,1.4922000000000546e-05,226817
simple,2097152,0.05,0.1,1,True,1.3067999999998026e-05,246669
simple,2097152,0.05,0.1,2,True,1.402999999999821e-05,246793
simple,2097152,0.05,0.1,3,True,1.3208000000000664e-05,246963
simple,2097152,0.05,0.1,4,True,1.2816999999998302e-05,246584
simple,2097152,0.05,0.1,5,True,1.2486999999998527e-05,246961
simple,2097152,0.05,0.1,6,True,1.3288999999999662e-05,246787
simple,2097152,0.05,0.1,7,True,1.3438999999997037e-05,245803
simple,2097152,0.05,0.1,8,True,1.261699999999949e-05,246798
simple,2097152,0.05,0.1,9,True,1.2726999999997102e-05,246945
simple,2097152,0.05,0.1,10,True,1.34290000000023e-05,247071
simple,2097152,0.05,0.1,11,True,1.3298000000001864e-05,246908
simple,2097152,0.05,0.1,12,True,1.3037999999999939e-05,246913
simple,2097152,0.05,0.1,13,True,1.2467000000002115e-05,247144
simple,2097152,0.05,0.1,14,True,1.3327999999999951e-05,247185
simple,2097152,0.05,0.1,15,True,1.2937999999997063e-05,247093
simple,2097152,0.05,0.1,16,True,1.3789000000000162e-05,247151
simple,2097152,0.05,0.1,17,True,1.2918000000000651e-05,246957
simple,2097152,0.05,0.1,18,True,1.2598000000002552e-05,246784
simple,2097152,0.05,0.1,19,True,1.3688999999997287e-05,247306
simple,2097152,0.05,0.1,20,True,1.243699999999709e-05,246497
simple,2097152,0.05,0.1,21,True,1.3099000000002525e-05,247005
simple,2097152,0.05,0.1,22,True,1.3599000000003025e-05,245928
simple,2097152,0.05,0.1,23,True,1.3488999999998474e-05,246909
simple,2097152,0.05,0.1,24,True,1.2708000000000164e-05,248005
simple,2097152,0.05,0.1,25,True,1.3129000000000612e-05,247373
simple,2097152,0.05,0.1,26,True,1.3800000000001311e-05,247817
simple,2097152,0.05,0.1,27,True,1.3840000000001074e-05,247931
simple,2097152,0.05,0.1,28,True,1.3738999999998724e-05,247147
simple,2097152,0.05,0.1,29,True,1.2708000000000164e-05,248006
simple,2097152,0.06,0.001,0,True,1.5158000000008165e-05,319031
simple,2097152,0.06,0.001,1,True,1.3495000000009194e-05,318395
simple,2097152,0.06,0.001,2,True,1.3566000000006517e-05,318690
simple,2097152,0.06,0.001,3,True,1.3425000000004406e-05,318611
simple,2097152,0.06,0.001,4,True,1.2944000000007783e-05,319091
simple,2097152,0.06,0.001,5,True,1.5118000000008402e-05,319251
simple,2097152,0.06,0.001,6,True,1.3636000000004367e-05,317235
simple,2097152,0.06,0.001,7,True,1.5420000000009038e-05,316985
simple,2097152,0.06,0.001,8,True,1.447700000000579e-05,316823
simple,2097152,0.06,0.001,9,True,1.4577000000008666e-05,317073
simple,2097152,0.06,0.001,10,True,1.4798000000003364e-05,317318
simple,2097152,0.06,0.001,11,True,1.4217000000003865e-05,316970
simple,2097152,0.06,0.001,12,True,1.274400000000897e-05,316719
simple,2097152,0.06,0.001,13,True,1.4448000000007177e-05,316820
simple,2097152,0.06,0.001,14,True,1.4236000000007742e-05,317415
simple,2097152,0.06,0.001,15,True,1.4748000000008865e-05,317117
simple,2097152,0.06,0.001,16,True,1.2725000000005093e-05,317429
simple,2097152,0.06,0.001,17,True,1.3225000000005593e-05,317428
simple,2097152,0.06,0.001,18,True,1.2985000000007019e-05,317080
simple,2097152,0.06,0.001,19,True,1.2013000000005158e-05,317671
simple,2097152,0.06,0.001,20,True,1.4097000000004578e-05,317476
simple,2097152,0.06,0.001,21,True,1.2293000000003496e-05,317443
simple,2097152,0.06,0.001,22,True,1.2965000000003668e-05,319934
simple,2097152,0.06,0.001,23,True,1.2483000000007571e-05,319253
simple,2097152,0.06,0.001,24,True,1.3135000000004393e-05,319197
simple,2097152,0.06,0.001,25,True,1.253300000000901e-05,318514
simple,2097152,0.06,0.001,26,True,1.2193000000007559e-05,319113
simple,2097152,0.06,0.001,27,True,1.2574000000008245e-05,319167
simple,2097152,0.06,0.001,28,True,1.3014000000005632e-05,319417
simple,2097152,0.06,0.001,29,True,1.3776000000007005e-05,319047
simple,2097152,0.06,0.005,0,True,1.5048000000003614e-05,319421
simple,2097152,0.06,0.005,1,True,1.3685000000006331e-05,319402
simple,2097152,0.06,0.005,2,True,1.3085000000002955e-05,319040
simple,2097152,0.06,0.005,3,True,1.3175000000004156e-05,319275
simple,2097152,0.06,0.005,4,True,1.3336000000002679e-05,318770
simple,2097152,0.06,0.005,5,True,1.403600000000893e-05,319312
simple,2097152,0.06,0.005,6,True,1.3246000000008418e-05,318789
simple,2097152,0.06,0.005,7,True,1.3445000000007756e-05,318992
simple,2097152,0.06,0.005,8,True,1.3646000000006042e-05,317311
simple,2097152,0.06,0.005,9,True,1.2775000000006531e-05,318161
simple,2097152,0.06,0.005,10,True,1.3275000000007031e-05,318029
simple,2097152,0.06,0.005,11,True,1.2324000000007995e-05,318111
simple,2097152,0.06,0.005,12,True,1.3686000000005805e-05,318075
simple,2097152,0.06,0.005,13,True,1.2153000000007796e-05,318179
simple,2097152,0.06,0.005,14,True,1.3465000000004168e-05,318234
simple,2097152,0.06,0.005,15,True,1.3054000000005395e-05,318336
simple,2097152,0.06,0.005,16,True,1.2935000000005581e-05,318469
simple,2097152,0.06,0.005,17,True,1.337600000000938e-05,317964
simple,2097152,0.06,0.005,18,True,1.3225000000005593e-05,318089
simple,2097152,0.06,0.005,19,True,1.2073000000008272e-05,318471
simple,2097152,0.06,0.005,20,True,1.337600000000938e-05,318124
simple,2097152,0.06,0.005,21,True,1.2784000000008733e-05,318097
simple,2097152,0.06,0.005,22,True,1.350500000000393e-05,318323
simple,2097152,0.06,0.005,23,True,1.3175000000004156e-05,318171
simple,2097152,0.06,0.005,24,True,1.2594000000004657e-05,318135
simple,2097152,0.06,0.005,25,True,1.3416000000009143e-05,317982
simple,2097152,0.06,0.005,26,True,1.1872000000003047e-05,317180
simple,2097152,0.06,0.005,27,True,1.249400000000872e-05,317840
simple,2097152,0.06,0.005,28,True,1.279400000000347e-05,331506
simple,2097152,0.06,0.005,29,True,1.3545000000003693e-05,331395
simple,2097152,0.06,0.01,0,True,1.3556000000004842e-05,296756
simple,2097152,0.06,0.01,1,True,1.3195000000007506e-05,316115
simple,2097152,0.06,0.01,2,True,1.344600000000723e-05,316656
simple,2097152,0.06,0.01,3,True,1.3125000000002718e-05,316061
simple,2097152,0.06,0.01,4,True,1.2484000000007045e-05,316592
simple,2097152,0.06,0.01,5,True,1.2944000000007783e-05,316102
simple,2097152,0.06,0.01,6,True,1.3105000000006306e-05,314669
simple,2097152,0.06,0.01,7,True,1.3405000000007994e-05,316278
simple,2097152,0.06,0.01,8,True,1.3546000000003167e-05,316424
simple,2097152,0.06,0.01,9,True,1.2714000000003944e-05,315527
simple,2097152,0.06,0.01,10,True,1.4627000000003165e-05,316754
simple,2097152,0.06,0.01,11,True,1.221300000000397e-05,315590
simple,2097152,0.06,0.01,12,True,1.2053000000004921e-05,316179
simple,2097152,0.06,0.01,13,True,1.4277000000006979e-05,316467
simple,2097152,0.06,0.01,14,True,1.3115000000007981e-05,316651
simple,2097152,0.06,0.01,15,True,1.353600000000843e-05,316240
simple,2097152,0.06,0.01,16,True,1.288400000000467e-05,316197
simple,2097152,0.06,0.01,17,True,1.334500000000488e-05,316490
simple,2097152,0.06,0.01,18,True,1.3496000000008668e-05,316297
simple,2097152,0.06,0.01,19,True,1.3636000000004367e-05,316261
simple,2097152,0.06,0.01,20,True,1.3726000000005567e-05,316400
simple,2097152,0.06,0.01,21,True,1.5048000000003614e-05,316307
simple,2097152,0.06,0.01,22,True,1.3065000000006544e-05,316422
simple,2097152,0.06,0.01,23,True,1.3395000000006319e-05,316559
simple,2097152,0.06,0.01,24,True,1.3737000000006716e-05,315898
simple,2097152,0.06,0.01,25,True,1.309500000000463e-05,315785
simple,2097152,0.06,0.01,26,True,1.4658000000007665e-05,316300
simple,2097152,0.06,0.01,27,True,1.3726000000005567e-05,316015
simple,2097152,0.06,0.01,28,True,1.2955000000008932e-05,316265
simple,2097152,0.06,0.01,29,True,1.3245000000008944e-05,316566
simple,2097152,0.06,0.05,0,True,1.4147000000006016e-05,295065
simple,2097152,0.06,0.05,1,True,1.3295000000003443e-05,313876
